,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH
982,-1.3031268196008652,0.7691033839575593,-0.16719204491128686,0.8881559803805971,-0.08517205923264021
458,0.26637678005549686,-0.2820954404568311,-0.5533587194485369,0.3703921025359805,-0.022002335854566256
907,-0.30643475266580317,1.462894608071057,2.8775836581708765,0.7902006521397237,-4.822901312588186
249,-0.08876637023170916,0.18043204228550067,0.1892695008154054,-0.273314340189759,0.5465251745480993
962,-0.3866283672467852,0.811151336934135,-0.21174973812712342,-0.42724414171113145,-0.7379258674727377
844,1.0568566952108909,0.6009115720512568,1.6299682481274533,0.5942899956579769,-2.8856964623272523
843,0.25492054940107084,0.5588636190746812,1.7933464565855206,0.6922453238988503,-3.075205632461474
452,-0.5011906737910452,-0.02980772259737743,-0.12263435169545031,-0.02142921042751309,0.25173313211708753
322,-0.6042967496808791,0.15940806579721284,0.12985924319429004,-0.23133348522938468,0.4833554511700254
529,0.25492054940107084,-0.1769755580153921,-0.2860125601535176,0.1325005910938594,0.10433711090158165
877,-0.008572755650727152,0.685007478004408,2.1943656955280493,0.8461751254202227,-3.6226765684047812
107,-1.0281772838946412,0.3275998777035153,-0.13748691610072916,0.048538881173110775,0.6096948979261733
1088,0.8277320821223709,-1.270222335406358,-0.13748691610072916,-0.329288813470258,0.6728646213042473
124,-2.1394316573739633,-0.008783746109089604,0.04074385676261697,-0.17535901194888553,0.31490285549516145
800,1.4807372294246528,0.3486238541918031,0.011038727952059296,0.6782517055787255,-0.27468122936686207
629,1.2974375389538368,-0.15595158152710428,0.3823528380840304,-0.4972122333117553,0.18856340873901356
827,0.28928924136434886,-0.02980772259737743,1.0655708007268572,0.6642580872586007,-1.8960374627374266
934,-0.9250712080048071,1.7151823259305106,-0.5979164126643735,-1.140918676037495,-0.6958127185540217
304,-0.35225967528350716,0.3275998777035153,0.24867975843652082,-0.3013015768300085,0.7360343446823211
1123,3.806352052273131,4.7426349402439545,6.486756808653635,7.059341659555621,-3.3910542493518436
159,-1.0510897452034933,0.138384089308925,0.08530154997845354,-0.18935263026901034,0.46229887671066733
742,1.0110317725931868,-0.513359181827997,-0.16719204491128686,0.3563984842158558,0.08328053644222365
549,1.0568566952108909,-0.1769755580153921,0.5457310465420977,-0.6651356531532525,0.18856340873901356
743,0.9079256967033528,-0.5974550877811483,-0.38998051099046954,0.27243677429510715,0.20961998319837155
112,-1.2573018969831613,0.2435039717503641,-0.03351896526377724,-0.0634100653878874,0.5675817490074573
1062,1.377631153534819,0.4957916896098178,-0.7018843635013252,0.5942899956579769,-0.7589824419320956
963,-0.6730341336074352,-5.138634009251314,1.5111477328852225,3.812822209286674,-0.022002335854566256
734,2.1451986073813605,0.30657590121522743,0.48632078892098246,1.0280921635818447,-0.16939835707007214
951,-1.6582699698880714,-0.008783746109089604,0.025891292357338114,0.16048782773410894,-0.6115864207165898
519,-1.6468137392336453,0.30657590121522743,0.48632078892098246,-0.51120585163188,0.7781474936010371
268,-0.2606098300480992,0.5378396425863934,-0.15233948050600804,0.10451335445360987,0.8202606425197531
60,-0.8334213627693993,0.2435039717503641,-0.01866640085849842,-0.07740368370801219,0.5675817490074573
81,-1.3947766648362732,0.2645279482386519,-0.03351896526377724,-0.0634100653878874,0.5675817490074573
57,-1.2229332050198831,0.3275998777035153,-0.0038138364532195623,-0.07740368370801219,0.6518080468448892
255,0.07162085893025485,-0.02980772259737743,0.10015411438373233,-0.2173398669092599,0.29384628103580346
1028,1.3088937696082628,-0.2190235109919677,-1.518775405791662,-0.0634100653878874,-1.685471718143847
219,-0.8334213627693993,0.22247999526207626,-0.06322409407433495,-0.049416447067762624,0.5465251745480993
61,-1.383320434181847,0.15940806579721284,-0.2860125601535176,0.1464942094139842,0.42018572779195135
380,-0.43245328986448917,0.4116957836566666,-0.2711599957482388,0.1744814460542337,0.6728646213042473
896,-0.4439095205189152,1.1895829137233154,1.7190836345591263,0.31441762925548145,-3.306827951514412
39,0.1976393961289409,-0.24004748748025553,-0.3157176889640753,0.1464942094139842,0.020110813064149705
817,-0.47827821248219315,0.11736011282063724,1.4071797820482708,0.7482197971793494,-2.3803386753026605
1166,-1.6124450472703673,0.7691033839575593,-0.3751279465851907,0.8601687437403475,-0.2115115059887881
685,-0.8334213627693993,-0.32414339343340676,1.2140964447796458,-1.2948484775588676,0.10433711090158165
807,1.102681617828595,-1.2281743824297824,-0.924672829580508,0.8601687437403475,0.6307514723855312
998,0.7475384675413889,0.30657590121522743,-0.9692305227963446,0.3983793391762301,-1.0748310588224654
390,-1.2114769743654572,0.28555192472693974,-0.09292922288489264,0.006558026212736457,0.5886383234668152
852,0.08307708958468087,0.07531215984406159,-0.8801151363646714,-0.3013015768300085,0.46229887671066733
462,-0.15750375415826517,-0.2190235109919677,-0.4493907686115849,0.27243677429510715,0.04116738752350769
495,-0.9594398999680852,-0.15595158152710428,-0.4048330753957484,0.2444495376548576,0.10433711090158165
1176,-2.047781812138555,0.9372951958638617,0.5011733533262613,1.0700730185422191,0.9676566637352589
1017,0.839188312776797,5.142090493521423,0.5011733533262613,3.868796682567173,-0.27468122936686207
609,0.3694828559453308,-0.1769755580153921,0.6348464329737709,-0.7351037447538765,0.18856340873901356
329,-0.27206606070252515,0.30657590121522743,0.1447118075995689,-0.2033462485891351,0.6728646213042473
1023,1.0568566952108909,-2.363469112797324,-1.7267113074655658,-1.4907591340406139,-1.4538493990909092
645,0.621519930342703,0.012240230379198164,0.3972054024893093,-0.4972122333117553,0.3570160044138775
895,0.03725216696697683,1.0844630312818764,1.8230515853960783,0.42636657581647963,-3.369997674892486
1065,0.9079256967033528,0.07531215984406159,-0.21174973812712342,0.44036019413660443,0.020110813064149705
232,-0.23769736873924718,0.2435039717503641,0.11500667878901119,-0.2033462485891351,0.5886383234668152
325,0.17472693482008889,0.20145601877378844,0.0704489855731747,-0.17535901194888553,0.5465251745480993
1175,-1.8072009683956092,-1.837869700590129,1.095275929537415,-0.6511420348331277,2.1889379823780217
921,1.2172439243728548,-1.1440784764766314,-0.5830638482590945,0.5383155223774778,0.6728646213042473
944,0.24346431874664481,-1.1440784764766314,-1.0434933448227386,0.342404865895731,1.2413921317069128
658,1.2974375389538368,-0.1979995345036799,0.05559642116789583,-0.2033462485891351,0.10433711090158165
657,0.1976393961289409,0.07531215984406159,0.8873400278635112,-0.9590016378758729,0.4833554511700254
689,0.40385154790860883,0.012240230379198164,0.5902887397579343,-0.6791292714733773,0.39912915333259336
400,-0.9479836693136592,0.2435039717503641,0.21897462962596312,-0.3013015768300085,0.6307514723855312
704,0.38093908659975684,-0.09287965206224086,-0.07807665847961377,0.42636657581647963,-0.12728520815135616
372,-0.14604752350383915,0.15940806579721284,0.08530154997845354,-0.18935263026901034,0.4833554511700254
565,1.6525806892410428,-0.2610714639685433,0.322942580462915,-0.455231378351381,0.06222396198286568
291,-0.3178909833202292,0.3275998777035153,0.15956437200484777,-0.23133348522938468,0.7149777702229632
517,-1.4864265100716811,0.36964783068009094,0.2932374516523573,-0.329288813470258,0.7781474936010371
137,-1.4291453567995511,0.30657590121522743,0.08530154997845354,-0.16136539362876082,0.6518080468448892
110,-1.0052648225857892,0.30657590121522743,0.04074385676261697,-0.11938453866838651,0.6518080468448892
740,0.6444323916515547,0.03326420686748599,-0.3157176889640753,0.32841124757560625,-0.2536246549075041
224,-0.6844903642618612,0.28555192472693974,0.20412206522068427,-0.2593207218696342,0.6518080468448892
1159,-2.357100039808057,1.0844630312818764,0.6942566905948861,-1.0569569661167462,0.841317216979111
364,-0.4439095205189152,0.22247999526207626,-0.0038138364532195623,-0.09139730202813694,0.5465251745480993
213,-0.4897344431366192,0.4116957836566666,0.05559642116789583,-0.11938453866838651,0.7570909191416791
1074,0.5527825464161469,-1.0179346175469044,-0.22660230253240224,-0.2173398669092599,0.42018572779195135
913,1.3547186922259669,-0.4923352053397092,0.05559642116789583,0.44036019413660443,-0.4431338250417259
1018,0.9422943886666307,5.331306281916014,0.426910531299867,3.966752010808047,-0.4220772505823679
179,-0.14604752350383915,0.11736011282063724,0.05559642116789583,-0.17535901194888553,0.44124230225130934
374,-0.5241031350998971,0.03326420686748599,-0.12263435169545031,-0.007435592107388309,0.31490285549516145
281,-0.5928405190264531,0.28555192472693974,0.20412206522068427,-0.273314340189759,0.6518080468448892
1081,-0.7303152868795653,-2.4475650187504754,-1.5633330990074983,-1.6446889355619867,-0.5905298462572318
343,-0.06585390892285714,0.09633613633234941,-0.16719204491128686,0.03454526285298601,0.3780725788732355
1121,0.08307708958468087,-0.5343831583162848,-3.2862305700198444,-2.6102485996505957,-0.48524697396044186
648,0.9308381580122047,-0.40823929938655795,1.5557054261010592,-1.616701698921737,0.06222396198286568
205,-0.4897344431366192,0.138384089308925,0.21897462962596312,-0.3152951951501333,0.5044120256293834
194,-0.8448775934238251,0.11736011282063724,0.21897462962596312,-0.3152951951501333,0.4833554511700254
586,0.014339705658124868,-0.3872153228982702,0.8279297702423959,-0.9310144012356234,-0.022002335854566256
1138,-0.06585390892285714,0.895247242887286,1.1546861871585303,-1.42079104243999,0.42018572779195135
244,-0.6386654416441572,0.09633613633234941,-0.0038138364532195623,-0.11938453866838651,0.42018572779195135
156,-0.8563338240782511,0.2435039717503641,0.011038727952059296,-0.10539092034826172,0.5675817490074573
152,-0.9250712080048071,0.20145601877378844,0.04074385676261697,-0.13337815698851124,0.5254686000887413
1134,-1.0281772838946412,-0.2190235109919677,-0.7018843635013252,0.4823410490969787,0.20961998319837155
338,-0.5699280577176011,0.28555192472693974,0.23382719403124197,-0.3013015768300085,0.6728646213042473
922,1.9275302249472666,-1.4384141473126606,-0.4345382042063061,0.776207033819599,0.6307514723855312
751,1.4807372294246528,-0.2190235109919677,-0.15233948050600804,0.32841124757560625,-0.06411548477328223
87,-0.9708961306225112,0.28555192472693974,-0.345422817774633,0.2304559193347328,0.5465251745480993
221,-0.4439095205189152,0.3486238541918031,0.12985924319429004,-0.18935263026901034,0.7149777702229632
139,-1.7499198151234792,0.28555192472693974,0.15956437200484777,-0.23133348522938468,0.6518080468448892
25,-0.008572755650727152,0.11736011282063724,-0.3008651245587965,0.16048782773410894,0.3780725788732355
353,0.12890201220238484,-0.008783746109089604,0.05559642116789583,-0.17535901194888553,0.29384628103580346
118,-0.8677900547326771,0.28555192472693974,0.05559642116789583,-0.14737177530863604,0.6096948979261733
122,-1.0396335145490674,0.3486238541918031,-0.09292922288489264,0.006558026212736457,0.6518080468448892
670,0.7704509288502409,0.3275998777035153,0.23382719403124197,-0.329288813470258,0.6518080468448892
960,-0.14604752350383915,0.4116957836566666,-0.13748691610072916,-0.17535901194888553,-0.6326429951759478
189,-0.4897344431366192,0.138384089308925,0.21897462962596312,-0.3013015768300085,0.5044120256293834
395,-1.463514048762829,0.18043204228550067,-0.4196856398010273,0.2864303926152319,0.42018572779195135
342,0.15181447351123686,0.15940806579721284,-0.18204460931656571,0.06253249949323554,0.44124230225130934
385,-1.406232895490699,0.18043204228550067,-0.07807665847961377,-0.03542282874763788,0.4833554511700254
324,0.14035824285681087,0.138384089308925,0.08530154997845354,-0.18935263026901034,0.4833554511700254
672,0.8048196208135189,-0.07185567557395306,0.5605836109473766,-0.6511420348331277,0.29384628103580346
271,-0.4668219818277672,0.3275998777035153,-0.22660230253240224,0.1325005910938594,0.6096948979261733
613,0.5298700851072948,0.03326420686748599,-0.9395253939857868,0.7482197971793494,0.23067655765772954
735,2.0993736847636573,-0.5974550877811483,0.3080900160576362,0.7902006521397237,0.08328053644222365
858,-0.15750375415826517,0.36964783068009094,-0.5533587194485369,-0.329288813470258,-0.08517205923264021
845,-1.1312833597844751,0.4957916896098178,1.4517374752641072,0.5663027590177273,-2.611960994355598
954,1.9160739942928409,-3.1203322663756854,2.3577439039861168,3.0571668199999364,-1.9381506116561427
789,1.0110317725931868,-0.3872153228982702,0.20412206522068427,0.6642580872586007,0.020110813064149705
618,1.4921934600790787,0.5378396425863934,0.04074385676261697,-0.13337815698851124,0.841317216979111
