indice,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH,y,XGBoost,KNeighbors,RedesNeuronales,SVC,GaussianNB,RandomF,CantCoincidencia
3899,-0.4088992783156967,-0.0076043363883783,1.1114630520405762,-0.9491266563539622,-0.5186257392108166,0,0,0,0,0,0,0,6
386,-1.4020031977251564,0.1862735831117966,0.0695001702312387,0.0588693060263601,0.5733383571782994,0,0,0,0,0,0,0,6
480,-0.2054398296362601,0.0316789521815686,-0.1317571361294003,0.2382093579589774,0.3458023295141777,0,0,0,0,0,0,0,6
2946,-0.2922980601305219,-1.0461316419024471,-0.3883544882538557,-0.3320180394766124,0.1849496744310079,0,0,0,0,0,0,0,6
4192,-2.0788199006684915,-0.3674132126356064,0.1335241275447407,0.1453019171610899,0.6831002982940706,0,0,0,0,0,0,0,6
1841,0.90076551237167,-0.2534429108886029,-0.380262244914217,0.3896296268890357,0.5110843792665722,0,0,0,0,0,0,0,6
42,0.0093279543796955,0.1244357307397054,-0.1500532548894584,0.26511036574887,0.4508189576668492,0,0,0,0,0,0,0,6
3074,0.1741285548046981,-0.7685011619788127,-2.1707296020352915,-1.7792130213875044,0.2111789113468717,1,0,0,0,0,0,0,0
302,-0.2258939043044464,0.1708141200187738,0.115240467131384,0.0140342930432058,0.5558355858195207,0,0,0,0,0,0,0,6
1011,1.5842917038300377,2.783463382739628,-0.1134610173693422,1.897104838335687,-0.6343528665774232,0,0,0,0,0,0,0,6
3137,-0.0731954861784986,0.6092749578404238,-2.575400674154318,-2.045910185334729,-1.4853506199574722,1,0,0,0,0,0,0,0
355,-0.2974831656430984,0.2171925092978422,0.0969443483713259,0.0409353008330984,0.6083438998958566,0,0,0,0,0,0,0,6
564,1.0933939117935674,-0.1074562156556366,-0.1409051955094293,0.2382093579589774,0.1882773872851705,0,0,0,0,0,0,0,6
4200,-1.957022654918512,0.4715372183319845,-0.2059890049576272,0.5950084877787326,-0.0673976421623663,0,0,0,0,0,0,0,6
2866,0.6473083917971411,-0.9737629728139832,-0.0499182477137205,-0.146887877846528,0.7248347638842606,0,0,0,0,0,0,0,6
1012,0.4899987090820726,0.9901656639489824,-0.2506819080697779,0.847965534529876,-0.3893140675545229,0,0,0,0,0,0,0,6
4079,-1.7132191688710012,-0.4332601700466077,0.5458952993720111,0.1731133208700633,1.4875014291764592,0,0,0,0,0,0,0,6
4131,-1.6884295398599998,0.0782144677595136,0.1610556635362776,0.4086836722700184,0.6784735813290829,0,0,0,0,0,0,0,6
2859,1.0359628406778023,-1.8643478813966283,-0.052792788252793,-0.5944672630343356,1.199674659452871,0,0,0,0,0,0,0,6
2535,0.5509316210192918,0.4031157511281862,0.4161974617635263,0.6936064890239085,0.989850135451595,0,0,0,0,0,0,0,6
4020,-1.9328618969395956,-0.748486803406495,0.1663155288434815,-0.0689717667563811,0.798700341221264,0,0,0,0,0,0,0,6
2253,1.3189011916541684,2.192130555269356,-0.4880796583591072,1.4787880219794778,-1.1629441373487348,0,0,0,0,0,0,0,6
1751,1.328927410321366,-0.1842824480002007,-0.3293905486756643,0.333294216176985,-0.173947340028121,0,0,0,0,0,0,0,6
891,-0.0827153816271426,0.0316789521815686,-0.9550824803320148,-0.2191077744691965,1.4309741537584502,0,1,1,1,1,0,1,1
1761,1.944099125998672,-0.3288870862656216,-0.4608125259328482,0.4752487625595208,0.5871303067502949,0,0,0,0,0,0,0,6
2182,0.9702178504938744,0.0669925097034711,0.457665721678457,0.418341353328774,-0.985438828000507,0,1,1,1,1,1,1,0
3019,0.212750363962478,-0.6365180884163877,-0.1276857797890417,-0.0063902740904827,0.4138803477020722,0,0,0,0,0,0,0,6
1529,0.8824476931644726,-0.2706390583709701,0.2357357918954393,0.6131927433517457,0.2052496546625832,0,0,0,0,0,0,0,6
2213,0.1298142797202318,-2.728375537660092,-2.484449081980416,-1.7426260505599211,-3.557901187870052,0,0,0,0,0,0,0,6
1132,-1.7190413550820436,0.2017330462048194,-0.0311284829490807,0.4534174202781181,0.3107967867966206,0,0,0,0,0,0,0,6
3531,-0.3631361414938229,0.1463812090529906,1.0268335047034869,-0.8932515788494094,-0.2924078697537443,0,0,0,0,0,0,0,6
432,-0.5531590989954266,-0.0456183632835454,-0.1683493736495165,0.2740773683455008,0.2407857013615062,0,0,0,0,0,0,0,6
3533,0.3148558507086325,0.4126259359822786,1.73212725483546,-1.6011512968876955,-0.4771445614044218,0,0,0,0,0,0,0,6
2424,-0.2216336649719062,-1.5145789173771549,-1.444365384004796,-0.8368569094995901,-1.911702435967389,0,0,0,0,0,0,0,6
3368,0.1923845009425074,-0.8071358088326743,-2.15439970376157,-1.76747477486955,0.259085792797478,1,0,0,0,0,0,0,0
1327,1.0371422044848602,-0.0365965615960088,-0.4595796038668234,0.550576618435973,0.2203675139889254,0,0,0,0,0,0,0,6
29,-0.3383913149794708,0.155354656925751,-0.0585726610891679,0.1754403397825613,0.503327271743185,0,0,0,0,0,0,0,6
107,-1.0236028163637103,0.2017330462048194,0.0146118139510644,0.1126713216061453,0.5908411285370779,0,0,0,0,0,0,0,6
249,-0.3588453896476571,0.3563276771350475,-0.1226090767493712,0.26511036574887,0.7133605280485281,0,0,0,0,0,0,0,6
3814,0.1326649024510682,0.1408210653043557,1.514008068786319,-1.3433816526514744,-0.6351999541626154,0,0,0,0,0,0,0,6
699,1.1752102104663125,-0.308429235864933,-0.0951648986092841,0.3099453787320243,0.2582884727202848,0,0,0,0,0,0,0,6
2358,0.966817954847532,2.0858370061368,0.6502576632772084,1.695372134199358,0.9324212130160244,0,0,0,0,0,0,0,6
3124,0.1595051835496645,-0.1010063106360855,-1.9185164491183968,-1.4739140331204452,-0.4799188251207976,1,0,0,0,0,0,0,0
