indice,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH,y,KNeighbors,RedesNeuronales,SVC,GaussianNB,RandomF,XGBoost
1109,-0.0657902161585565,0.6358490787956231,-4.772767786470977,-3.868082598864636,-2.008148889527682,0,0,0,0,0,0,0
947,0.500183809877562,-2.1618033206526266,0.196376784618561,1.497610092642519,0.1994076277991471,0,0,0,0,0,0,0
1168,-1.6597578813215026,-0.1723616143783158,-0.3459782275652529,0.2423966352462436,-0.071330435646596,0,0,0,0,0,0,0
167,-1.4633995457579512,0.1799353544410934,-0.3020034968476464,0.1734288628618329,0.4493196863644486,0,0,0,0,0,0,0
689,0.3846789066048847,0.0141485455849008,0.5774911175044843,-0.6679779602279782,0.407667676603565,0,0,0,0,0,0,0
781,1.2856171521317672,-0.6904453920539175,-0.3166617404201819,0.3527450710613008,0.2410596375600307,1,1,1,1,1,1,1
567,3.537962765948974,0.5736790254745509,-2.266208135567405,2.0217651627640407,0.5951017205275411,0,1,1,0,0,0,0
62,-1.7983637652487152,0.2628287588691897,-0.5072189068631436,0.366538625538183,0.4909716961253322,0,0,0,0,0,0,0
70,-0.5162593389219977,0.1799353544410934,-0.1554210611222913,0.0354933180930114,0.4701456912448904,0,0,0,0,0,0,0
1069,0.3962293969321525,-0.9805723075522546,0.0937690796108124,-0.0472680087682814,0.8450137790928426,0,0,0,0,0,0,0
284,-0.6779662035037458,0.2628287588691897,0.196376784618561,-0.2679648803983958,0.6367537302884247,0,0,0,0,0,0,0
368,-0.3199010033584464,0.055595247798949,-0.0088386253969361,-0.1162357811526922,0.3868416717231233,0,0,0,0,0,0,0
74,-1.4402985651034157,0.2628287588691897,0.0644525924657414,-0.1438228901064565,0.6159277254079829,0,0,0,0,0,0,0
718,1.967096081440563,0.2006587055481175,0.0937690796108124,0.6699968240295903,-0.1962864649292467,1,1,1,1,1,1,1
890,0.2345225323504043,-0.0480215077361713,1.1345043732608338,0.7113774874602367,-1.9456708748863567,0,0,0,0,0,0,0
840,0.9853044036228064,-0.3381484232345083,0.8266812582375881,0.7251710419371189,-1.445846757755754,0,0,0,0,0,0,0
576,0.2576235130049397,-0.2967017210204602,0.6654405789396974,-0.7783263960430354,0.0744515985164964,0,0,0,0,0,0,0
154,-0.9205265003763682,0.2421054077621657,-0.0528133561145426,-0.0472680087682814,0.5742757156470993,0,0,0,0,0,0,0
337,0.0728156677686561,0.2006587055481175,-0.0821298432596136,-0.0334744542913993,0.511797701005774,0,0,0,0,0,0,0
472,-1.139985816594455,-0.0272981566291472,-0.3459782275652529,0.187222417338715,0.2410596375600307,0,0,0,0,0,0,0
250,-0.423855416303856,0.3042754610832378,-0.1114463304046847,0.0079062091392471,0.6159277254079829,0,0,0,0,0,0,0
297,-0.9436274810309035,0.3249988121902619,0.16706029747349,-0.2265842169677494,0.69923174492975,0,0,0,0,0,0,0
992,-0.5278098292492654,-1.726612947405121,-1.98770150768923,-1.1507523669188533,-1.9664968797667983,0,0,0,0,0,0,0
378,-0.4931583582674623,0.2628287588691897,-0.2873452532751109,0.1734288628618329,0.5326237058862158,0,0,0,0,0,0,0
631,1.2394151908226962,-0.4003184765555806,0.4162504382065937,-0.5438359699360389,-0.0505044307661542,0,0,0,0,0,0,0
97,-1.6020054296851638,0.076318598905973,0.1524020539009545,-0.2679648803983958,0.4284936814840068,0,0,0,0,0,0,0
1010,-0.0542397258312888,-3.115077471575734,-3.204335724209677,-2.295617388500072,-3.320187196995515,0,0,0,0,0,0,0
674,-0.3199010033584464,-0.0065748055221231,0.7387317968023749,-0.8335006139505639,0.407667676603565,0,0,0,0,0,0,0
308,-1.4056470941216126,0.3042754610832378,0.16706029747349,-0.2403777714446315,0.6784057400493083,0,0,0,0,0,0,0
1074,0.5348352808593652,-1.0012956586592787,-0.2287122789849688,-0.2127906624908672,0.4284936814840068,0,0,0,0,0,0,0
573,0.0843661580959238,-0.255255018806412,0.1524020539009545,-0.2955519893521601,0.0536255936360546,0,0,0,0,0,0,0
620,1.123910287550019,-0.2967017210204602,1.4130110011390085,-1.4817976743640249,0.1785816229187054,0,0,0,0,0,0,0
765,0.6734411647865778,-0.4417651787696287,-0.6684595861610342,0.3527450710613008,0.3868416717231233,1,1,1,1,1,1,1
933,0.6849916551138455,0.3249988121902619,1.6915176290171832,0.7803452598446475,-2.820363079864912,0,0,0,0,0,0,0
839,0.2807244936594752,-0.2967017210204602,1.061213155398156,0.8217259232752938,-1.7374108260819388,0,0,0,0,0,0,0
204,-0.4816078679401946,0.1592120033340693,0.196376784618561,-0.2955519893521601,0.5326237058862158,0,0,0,0,0,0,0
1037,0.4193303775866879,0.615125727688599,0.5335163867868777,0.9596614680441152,0.907491793734168,0,0,0,0,0,0,0
425,-1.2785917005216676,0.1592120033340693,-0.3459782275652529,0.2010159718155972,0.4284936814840068,0,0,0,0,0,0,0
238,-0.3545524743402496,0.2628287588691897,0.0937690796108124,-0.1852035535371029,0.6367537302884247,0,0,0,0,0,0,0
1113,0.2229720420231365,-0.9598489564452304,-3.2922851856448907,-2.6542498048990075,-0.0505044307661542,0,0,0,0,0,0,0
304,-0.3776534549947851,0.3249988121902619,0.2403515153361675,-0.2955519893521601,0.7408837546906336,0,0,0,0,0,0,0
962,-0.4123049259765883,0.8016358876518156,-0.2140540354124333,-0.4196939796440994,-0.7169365869402914,0,0,0,0,0,0,0
821,-1.2901421908489352,-0.6697220409468935,1.8087835775974677,1.4010552113043442,-2.4454949920169597,0,0,0,0,0,0,0
140,-0.6779662035037458,0.345722163297286,-0.0088386253969361,-0.0748551177220457,0.6784057400493083,0,0,0,0,0,0,0
849,-0.042689235504021,0.4493389188324063,0.4602251689242003,0.09066753600054,-1.3833687431144286,0,0,0,0,0,0,0
106,-1.1515363069217226,0.2628287588691897,-0.0967880868321492,-0.0058873453376349,0.5742757156470993,0,0,0,0,0,0,0
619,1.6667833329316022,1.0710394520431286,-0.2580287661300398,0.187222417338715,1.3448378962234455,0,0,0,0,0,0,0
252,-0.2274970807403046,0.2421054077621657,0.1817185410460254,-0.2541713259215136,0.6159277254079829,0,0,0,0,0,0,0
195,-0.4354059066311236,0.1177653011200212,0.1377438103284189,-0.2403777714446315,0.4701456912448904,0,0,0,0,0,0,0
729,2.5677215784584844,-0.1516382632712917,-0.3313199839927174,0.2148095262924793,-0.1546344551683632,1,1,1,1,1,1,1
376,-0.4123049259765883,0.0970419500129971,-0.1554210611222913,0.0216997636161292,0.3868416717231233,0,0,0,0,0,0,0
764,1.1008093068954838,-0.4003184765555806,-0.6831178297335697,0.3527450710613008,0.3868416717231233,1,1,1,1,1,1,1
14,-0.2274970807403046,0.0970419500129971,-0.1993957918398978,0.0768739815236578,0.3868416717231233,0,0,0,0,0,0,0
111,-1.0706828746308483,0.345722163297286,-0.0967880868321492,0.0079062091392471,0.6575797351688665,0,0,0,0,0,0,0
805,1.389571565077177,0.1384886522270453,-0.2140540354124333,0.4355063979225937,-0.2379384746901303,1,1,1,1,1,1,1
435,-0.0542397258312888,-0.234531667699388,-0.3752947147103239,0.2010159718155972,0.0327995887556128,0,0,0,0,0,0,0
1135,-0.3776534549947851,-0.0272981566291472,-0.5072189068631436,0.2699837442000079,0.3035376522013561,0,0,0,0,0,0,0
