indice,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH,y,XGBoost,KNeighbors,RedesNeuronales,SVC,GaussianNB,RandomF,CantCoincidencia
3899,-0.6574146713734325,0.4947780614782659,0.3755213737171631,-0.4360700980177408,0.6439373484934305,0,0,0,0,0,0,0,6
386,-1.5257151274267997,0.2050267589868827,0.0329010448356771,0.0342991712826697,0.7753630192047614,0,0,0,0,0,0,0,6
480,-0.2242358865354331,-0.0539998857784157,-0.1778087398200209,0.2015084074966362,0.4187203385073938,0,0,0,0,0,0,0,6
2946,-0.1244745618486692,-0.6669872479348702,-0.2719126481975084,-0.0432647492677712,0.2704491418583504,1,1,1,1,1,0,1,5
4192,-1.7192618847740555,0.0824316802230187,-0.0151660890286447,0.3985696510138246,0.5079417891967595,0,0,0,0,0,0,0,6
1841,0.1891130085849576,0.6726975718319931,0.2917932181964157,-0.0058927596423484,-1.1899875601731984,0,0,0,0,0,0,0,6
42,-0.0005441420072294,0.0593242713064023,-0.2419378047152334,0.2719122964288326,0.5313443429381415,0,0,0,0,0,0,0,6
3074,0.0894406183782936,-0.5513272864095078,-1.9691173979246248,-1.5159067418224608,-0.045670571575776,0,0,0,0,0,0,0,6
302,-0.5801091164666662,0.1078917671998958,0.0512236348057379,-0.0009027731834284,0.6815096821791383,0,0,0,0,0,0,0,6
1011,0.1113017302568722,-0.7987014894786488,-2.257422701421911,-1.8050024270709613,0.1559309948356494,0,0,0,0,0,0,0,6
3137,3.2371348435253595,3.9725218793766657,4.439831459306981,4.970626526532519,-3.017906510024972,0,0,0,0,0,0,0,6
355,-0.3564173719384624,0.1078917671998958,0.0695462247757986,-0.0185037454164775,0.6627390147740136,0,0,0,0,0,0,0,6
564,0.9043906426750488,-0.1673240428632337,-0.3518733445355976,0.3599171575940781,0.268554999266397,0,0,0,0,0,0,0,6
4200,-1.6959360055470534,0.3375397724013811,-0.2161514164439523,0.5111560639703258,0.0561275640405699,0,0,0,0,0,0,0,6
2866,0.5070429035503397,-0.7841278443786387,0.4328172980891781,0.2277269245693653,1.6027553161165435,1,1,1,1,1,1,1,6
1012,0.0299592777011619,0.6583233873261551,-2.110841981661425,-1.540987843575225,-1.4771170694101912,0,0,0,0,0,0,0,6
4079,-1.6626564086382507,0.3777701774298151,-0.3734166049432643,0.5201052447585293,-0.2636225514151462,0,0,0,0,0,0,0,6
4131,-2.05637614930669,0.7014853288578978,-0.1581823950889627,0.7182173252339624,0.1291066463863541,0,0,0,0,0,0,0,6
