indice,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH,y,XGBoost,KNeighbors,RedesNeuronales,SVC,GaussianNB,RandomF,CantCoincidencia
2906,0.1634580827310307,-0.999162884576976,0.4599035624214264,0.0859258834369694,1.6100556743533163,0,0,0,0,0,0,0,6
3567,0.1440480071468204,-0.6883633355423413,-2.2751367693278857,-1.8692385332373616,0.1007941458016009,0,0,0,0,0,0,0,6
2782,0.422308385107803,2.093398753454548,-0.4222835918629385,1.4414356614024293,-1.0252881450181983,0,0,0,0,0,0,0,6
2771,0.0531595335815022,1.5722609599883104,0.2706946390462216,1.3138243580262594,0.3956009409706739,0,0,0,0,0,0,0,6
2401,0.5869034041525235,-0.2420038338188743,-0.5872338269313141,0.0765826450752022,-0.6735852938754282,0,0,0,0,0,0,0,6
4058,-0.1308611136525725,0.5136257863746466,0.2965179460106293,-0.2806809128276794,0.5892753559476203,0,1,1,1,1,0,1,1
3103,0.9783027413613652,-1.6302012046073104,0.0443078921023702,-0.4299435536751252,1.2463178810645827,0,0,0,0,0,0,0,6
10,-0.3568818825726451,0.2665079597117971,-0.0192521501713486,0.1636142717582107,0.6523032482660512,0,0,0,0,0,0,0,6
2536,-0.0294793086857757,0.1254404271222569,-0.375931981224403,0.3412560891484558,-0.386402371264245,0,0,0,0,0,0,0,6
1313,0.5123389899322058,0.2013732058522612,0.0851063211520407,0.0434503179318184,0.5784478405103401,0,0,0,0,0,0,0,6
3640,0.1648453398371094,-0.7998012933897846,-1.8996578183796828,-1.5213609736284457,0.3388597437160888,0,0,0,0,0,0,0,6
2370,0.5491236038294645,0.5675312347944009,0.4697746917369356,0.8002932768545199,1.0565375305952385,0,0,0,0,0,0,0,6
4671,-1.6476298921473644,0.4349509374313607,-0.2902184049628321,0.5643444435184866,-0.2220156837527533,0,0,0,0,0,0,0,6
2857,0.2629488705669519,-1.0002308178534305,0.4247347316091264,0.0702361836389057,1.5520989647257513,0,0,0,0,0,0,0,6
3197,-0.0509077920639309,-1.51608865315038,-0.7390181048201193,-0.7313004429479579,-0.1592722367329204,0,0,0,0,0,0,0,6
995,0.256919899374857,-0.6426494893278882,-0.9877802459136088,-0.2392763832687573,-1.3021412956575356,0,0,0,0,0,0,0,6
2890,0.5450888166250604,-0.7326700499738187,0.4436261295232666,0.2172360666860809,1.4416713036957138,0,0,0,0,0,0,0,6
134,-1.3389647336886488,0.3589646494446464,0.1178037124336881,0.0472236380837532,0.8107717248003962,0,0,0,0,0,0,0,6
1607,0.8166633689578956,-0.2270582371051774,0.2045904983883958,0.5815965040370127,0.1994520531428857,0,0,0,0,0,0,0,6
4760,-1.5805727012921065,0.0461708643840765,-0.1492822989742271,0.3558387241541458,0.0901926864340653,0,0,0,0,0,0,0,6
2729,0.7301958327073444,3.949743888102154,0.3123126104326273,2.6582184829588407,-0.1938055717949323,0,0,0,0,0,0,0,6
1308,0.5567325014009523,-0.1778247635286811,0.5099783630885512,-0.3935247587940527,0.2096093600555509,0,0,0,0,0,0,0,6
719,0.3796802557643575,0.0199567870908654,-0.1106227252413732,0.3247705337689978,0.0184293421286716,0,0,0,0,0,0,0,6
3017,0.369060632150281,-0.6792496346409962,0.0052593934931545,0.0429175578089373,0.67736118085543,0,0,0,0,0,0,0,6
1011,0.7377312952337337,3.810681066137689,0.3462301501087495,2.5899113275872847,-0.104823917398041,0,0,0,0,0,0,0,6
828,-0.1727413479883944,-0.149547144086025,1.1320170957109603,0.8798643251394871,-1.9536228102987316,1,0,0,0,0,0,0,0
480,-1.3594247930868986,-0.0416810060643674,-0.1197597827483756,0.2352392770963383,0.2649358611820971,0,0,0,0,0,0,0,6
3990,-0.2847262574391895,0.4433556103282636,0.3560314379814439,-0.3253073659072408,0.4904497512316268,0,1,1,1,1,0,1,1
4776,-1.5567942673570756,-0.0679826578515453,-0.1148782060815813,0.2915826195680347,0.1686972748257416,0,0,0,0,0,0,0,6
4305,-2.0730416578181696,-0.1074978461479677,0.2127946734721089,0.3093561932497011,0.8045841760572519,0,0,0,0,0,0,0,6
2178,0.3819308228555757,0.2225396276529329,1.5921744022142592,0.950459660616934,-2.918636891444239,1,0,0,0,0,0,0,0
1412,-0.1571362371596495,0.1380088380423276,0.4437953328078793,-0.3080181711699524,0.5597887006241051,0,0,0,0,0,0,0,6
4361,-1.603595356533236,0.0118903045481018,-0.0792459739317432,0.3407140353170057,0.2320053929647542,0,0,0,0,0,0,0,6
2369,0.0485326444181469,-3.02279857915044,-1.5188081850269672,-1.7011421393232344,-1.628550193985766,0,0,0,0,0,0,0,6
2316,-0.3251261255074275,-0.1994627394965906,0.6302077199014149,0.6443917858636209,-1.1165592001320466,1,0,0,0,0,0,0,0
4666,-1.3594535000721946,-0.7439986320443555,-0.0215540420087187,-0.082543296011051,0.4512346709778262,0,0,0,0,0,0,0,6
3192,0.4877875457450379,-0.5437346285279258,0.7422013038377718,0.4541039104142789,1.8555514856491635,0,0,0,0,0,0,0,6
959,0.0113991865958561,0.4822402357551122,-0.7045314631965328,-0.3377607656086828,0.775556507792764,1,0,0,0,0,0,0,0
2657,-0.014557927743307,-1.4940692876534418,-1.3126196391561684,-0.7935620503755406,-1.676101989943436,0,0,0,0,0,0,0,6
2347,0.2771819168274697,-0.3883065855658701,-0.97882007163171,-0.0915425879876114,-1.3641229917009068,0,0,0,0,0,0,0,6
1241,0.0478806056456832,0.1882145104707057,0.30746509724051,-0.1744323060982704,0.5966324636851273,0,0,0,0,0,0,0,6
1131,-0.3773419419708952,0.1586418216901395,1.2690729583159974,-1.107729572993555,-0.4393684789705469,0,1,1,1,1,1,1,0
4632,-1.8858513762432167,0.1589756585202784,0.2151076411753992,0.4648813321751867,0.7759379664990766,0,0,0,0,0,0,0,6
1176,1.0751210668221405,-0.0715906643110328,0.1430583475467976,-0.0310652734869778,0.283236097233549,0,0,0,0,0,0,0,6
3895,0.1126333546557551,0.1729592543933018,1.5809136715026155,-1.4040411311474317,-0.635180758490504,0,1,1,1,1,1,1,0
1157,-1.6560956543615248,0.4668307874663041,-0.3847344504514468,0.5754580524524446,-0.4041532619629147,0,0,0,0,0,0,0,6
249,-0.2034314370857696,0.2202796148453724,0.1817631149827053,-0.0333544929216403,0.6523032482660512,0,0,0,0,0,0,0,6
4763,-1.1411461301921006,-1.6609822585613074,0.2152316928978919,-0.5798879670270749,1.0458442766888898,0,0,0,0,0,0,0,6
2584,-0.0608309982709458,1.783133395907657,0.1289537350659337,1.3922236290255026,0.075693663022195,0,0,0,0,0,0,0,6
2427,0.6525407381418687,0.6130972828568794,-0.2214643644185446,0.6542769022603617,-0.2292304700399,0,0,0,0,0,0,0,6
1222,0.2876099884722322,-0.2728227303964908,0.6477530478398305,-0.5257764046212678,0.1064673846477521,0,0,0,0,0,0,0,6
2368,0.340763550517374,-0.107114067347222,-0.559897392366917,0.1636142717582107,-0.6536637686633843,0,0,0,0,0,0,0,6
3598,0.1659730956389067,-0.8062564808956826,-1.8998592717462504,-1.5221505658163423,0.3462357647320477,0,0,0,0,0,0,0,6
4091,-1.101323511322902,-0.2693649190268798,1.266111392358219,-1.0161892749103527,-0.9262354102048784,0,1,1,1,1,1,1,0
2008,0.1881113891485564,-1.3034542828529427,-0.318272682468627,0.7565180207904582,1.057548883727116,1,0,0,0,0,0,0,0
3814,-0.7983303951860174,0.3165084694454277,0.4156990377104245,-0.3544376642057791,0.295053114000058,0,1,1,1,1,0,1,1
1514,-0.2407070290799704,-0.1376588843364222,0.8882574982512802,-0.7599215816485732,0.3137352000570066,0,0,0,0,0,0,0,6
3264,0.7572149707729666,-1.91736981105744,-0.2754177896691914,-0.725551849041299,0.8701781590375008,0,0,0,0,0,0,0,6
412,-1.0116037833166474,0.1124134768237148,0.1086666549266857,0.0203642610819554,0.4762271632278902,0,0,0,0,0,0,0,6
3788,0.1814217377610203,-0.7446592199334314,-2.547746117490646,-2.141811631495404,0.0793519787588795,0,0,0,0,0,0,0,6
2109,1.223371535760917,-0.7494200708486605,-0.166094682298247,0.5397133666930641,0.5154646370593052,1,0,0,0,0,0,0,0
220,-0.5103323280595207,0.32814575286703,0.1452148849546955,0.0203642610819554,0.775556507792764,0,0,0,0,0,0,0,6
2928,0.3796802557643575,-0.6494467548471105,0.0113874967848663,0.0536334412801616,0.666291591219847,0,0,0,0,0,0,0,6
2881,0.5515560693147117,-0.7847399089476452,0.4290189074667782,0.1842905363500203,1.4453264919541942,0,0,0,0,0,0,0,6
2994,-0.6676700171658498,-1.5859620848941434,-0.7913134672922727,-0.7928012303482012,-0.209328719677123,0,0,0,0,0,0,0,6
1756,0.5205488372659342,-0.2546856482036431,-0.3708291900619428,0.3901385245373208,0.5125351595810014,0,0,0,0,0,0,0,6
3713,-0.1443940171259354,-2.4145247066154623,-3.771723104750048,-3.479187729103606,1.6252005000552678,0,0,0,0,0,0,0,6
3619,-0.0374708682450142,-1.6386325895153246,-3.122769823775964,-2.7784768446508497,0.9336011561112936,0,0,0,0,0,0,0,6
3163,0.6639089147267254,-0.5863626935974062,0.7974481547721656,0.4576742505981223,1.9762483386258436,0,0,0,0,0,0,0,6
2908,-0.0077732535571172,-0.5236779130848481,0.1671122914241421,0.1929743445853631,0.8529692221968457,0,0,0,0,0,0,0,6
1204,0.1597660115246035,0.1560893433359108,0.5843168374512957,-0.4457109337537072,0.6107507417507348,0,0,0,0,0,0,0,6
2866,0.4920599074624147,-0.601918974302433,0.6396926058345768,0.3736830552848113,1.70267899383516,0,0,0,0,0,0,0,6
1589,0.4409612915230162,0.1664212147400654,-0.1434984222468344,0.3892850991077624,-0.081951090430401,0,0,0,0,0,0,0,6
3607,-0.0908978752834709,-0.0763431277740897,-1.609074151124788,-1.1681373355632871,-0.3997534479021674,0,0,0,0,0,0,0,6
4048,-0.1238134091924733,-0.0895253269295647,1.8907693688253997,-1.6335161878517035,-1.165830761864296,0,1,1,1,1,1,1,0
2560,0.6516316580135023,-0.5257335531424626,-0.5077109665233813,-0.0601811793219418,-0.448204428605771,0,0,0,0,0,0,0,6
2684,0.571462067453371,0.903515604832534,-0.228621279341954,0.8103222535232136,-0.3288357663587118,0,0,0,0,0,0,0,6
2944,0.7611390372189762,-1.5327657569681388,0.0314995075562247,-0.3869847996670222,1.1676136072900396,0,0,0,0,0,0,0,6
2413,0.7335231325681527,3.880407170149761,0.3387130215362837,2.626740359644215,-0.1337957514650568,0,0,0,0,0,0,0,6
1522,-0.1669646275515099,-0.026349882814589,0.862327831632008,-0.7261156192109899,0.4428162978735526,0,0,0,0,0,0,0,6
4570,-1.7894344377024711,0.1214963278903553,0.1901062821403344,0.4403832583563644,0.733112203477044,0,0,0,0,0,0,0,6
4206,-0.6240447844313474,0.0826789577212747,1.1215940714173107,-0.9688433738208556,-0.4231759832109761,0,1,1,1,1,1,1,0
1599,2.16559497006944,-0.127669821017018,-0.3246309901585886,0.3379742704785481,-0.1204936870117146,0,0,0,0,0,0,0,6
2163,-0.1043330757031281,0.1631973800636045,-0.444642014343941,-0.0563990194015922,0.4935291093763385,1,0,0,0,0,0,0,0
386,-1.0422938724140225,0.1586418216901395,-0.0192521501713486,0.1457080204236788,0.5114423802355224,0,0,0,0,0,0,0,6
1753,1.554461322531064,-0.3507948750624907,-0.0009780351573437,0.4135699867270953,0.2746278851374717,0,0,0,0,0,0,0,6
2609,0.7645585265952789,0.25359592950952,-0.9935459806949564,0.2650007304805405,-1.561185537904478,0,0,0,0,0,0,0,6
302,-0.4284920904665203,0.3127363045782217,0.2183113450107151,-0.0512607442561722,0.79316411629658,0,0,0,0,0,0,0,6
1238,1.3891034173453392,-0.3628040518267846,0.5514873477352636,-0.4360318000851135,-0.0184641918355852,0,0,0,0,0,0,0,6
1004,0.7581913546319838,0.6979725117984275,-0.1837191852973928,0.7097549374614339,-0.1928619599171215,0,0,0,0,0,0,0,6
