,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH
189,-0.22389149648401965,0.18946071826775596,0.13607782744769303,0.0024580097474234883,0.5818728142507869
3734,0.1395347716282736,-0.7512995451114018,-1.9423039391207686,-1.5551906556841457,0.26595956832898143
4803,-1.2040231087614934,-1.6195460589104709,0.27139092077425275,-0.5472146615783616,1.1489932724670537
65,-1.4208049712816488,0.15864182169013952,0.09952959741968324,0.038270512416487316,0.5466575972431547
721,0.3285301072687322,0.08159458024609836,-0.15630801277638548,0.3426767851035298,-0.052001091886592736
858,0.0011691568967311307,-0.11872824750840856,1.0223724056269312,0.8082393198013594,-1.7951543337643867
952,-0.24435155588226973,0.3743740977334547,-0.019252150171348664,0.029317386749221377,-0.35133043645146644
1527,0.8115823531198293,-0.16429617973434033,0.5297544857543974,-0.4070409121703772,0.2304752647816943
2896,0.5606537464528403,-0.8097681684294893,-0.03366490598692479,-0.0503368322433204,0.6847929566157833
1372,0.6831184175983279,-0.06135762152943653,0.19582019042995227,-0.07481440187020601,0.29527519894657
3310,0.2762534526994653,-0.9685563009987721,-2.138082511790604,-1.7660003505893735,0.45714650336682233
174,-0.13182122919189435,0.20487016655656418,0.20003722999671023,-0.05126074425617224,0.6346956397622352
3338,0.11858794708360174,-0.657831435418917,-2.0917454306681433,-1.6880965541943431,0.11540116661064571
2438,0.3546736657989731,-0.2246118952472822,-0.4401980977863,0.12460792964135883,-0.40765437931512677
2664,0.009941628378307879,-1.6325302130955155,-1.3832416830840752,-0.8889046120264409,-1.772218494452248
2966,0.48566155875292566,-0.6717930550162684,0.6854106198211493,0.3596837752866448,1.8183116983179983
2531,1.3346978703905674,2.0808792457898773,-0.5695261382614426,1.3997446769315147,-1.2841409725956825
937,-0.592172565652521,-0.1957754889524497,0.6568901053468329,0.6560361834578383,-1.161280427627007
3620,0.1791014184427553,-0.31628666097684166,-1.8759231519875448,-1.449793627722383,-0.2136283268384532
3196,0.7634633095038156,-1.9213883515645798,-0.27397556852522165,-0.7269035948299051,0.8748907814503216
1691,0.4412774659425169,0.0779465396191732,-0.12437677259562714,0.3449862948553961,-0.021327857763807752
2481,0.6770538988277016,0.22371722347364809,-0.10219098712225745,0.4674435132871956,0.10004539694174316
2482,-0.7206179423040762,0.8334317863967683,-0.05908228715091456,0.8153182294604008,-0.003500614394986984
2746,0.3811227895417451,-0.4689265320479285,-0.8847709349244295,-0.11504782797119467,-1.1647150587788635
2206,-0.2661632286787647,0.3509063649942833,-0.08604525619137714,0.01022822930747829,-0.22261647567654194
2336,-0.30450465484727574,-0.17289235951829424,0.009689801448303389,0.3256547553102124,-0.09243315515784949
2480,0.5535907606494831,0.2973268562894135,-0.530927370563486,0.39639553910712555,-0.7210902150316044
818,0.1546196023836067,-0.3190510752629155,0.06298136739167343,0.4322080417761893,-0.10482391739804105
4145,-1.7982362322182552,0.6433453583115145,0.47219932572906387,-0.4724486800776024,0.6362336710375213
1147,-0.6944728626437713,0.49764968404392046,0.4010524951507642,-0.37357326827774656,0.5114423802355224
1012,0.6252009685433585,3.8260905144264976,0.4284636676717716,2.6167707045890825,0.03603695063248777
4222,-0.5741252644255243,0.1453402504020485,1.0472838399337898,-0.9105918992886481,-0.30145609216629576
2284,-0.5137141031169253,-0.10486654005625101,0.6461091834293494,0.6084986398908773,-1.1924435650409582
3053,0.6276016067482731,-0.8264772431972798,-0.08338289433289661,-0.08244919398710863,0.5897261887348249
1078,-0.01929090250151896,-1.5518069383675737,-0.8872726133365818,-0.8212295516410443,-0.4041532619629147
469,-0.7353929814402714,-0.04168100606436742,-0.21113035781840023,0.3158174081017319,0.2649358611820971
3218,0.3760255243868142,-0.6299925938579909,0.08304795182832167,0.09694420363315961,0.782155899110874
2459,0.688798667239434,0.7743568209559426,-0.2004057855751772,0.7471279517905014,-0.24339280050749404
1645,0.28966955920653475,0.08099454838627397,-0.07902910268068974,0.3865411650492312,-0.005181196377687394
